0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.9631668917304939,0.8520030692153507,0.9955593691699026,0.7217222222222222,0.9611506571926692,0.987148996591568,0.9607412976265984,0.8814841092698695,0.9681843975840501,0.9986225608419207,0.9758620715986164,0.9968977235518396,0.7560009950456115,0.9839370354264975,0.926949460154849,0.5502222222222223,0.9460503521841019,1.0,0.952211895821823,0.8175807410346136
0.932016403944956,0.9308060825011796,0.9938914065617162,0.7562222222222222,0.9482642085238261,0.9750895484346482,0.9614953203925617,0.9779827163166788,0.9300303910798247,1.0,0.9551358807661429,0.9891522385459395,0.7570468896206364,0.9756298063546419,0.9933315881803008,0.8752222222222222,0.8748555114753545,0.9086190954844156,0.8324198487069872,0.9667827701717615
0.9519633845167442,0.9378197805749046,0.984339071886238,0.9771570361720191,0.9692609217130116,0.9802445793930028,0.9615911475498018,0.8496658065859044,0.9537847895921447,1.0,0.9762919727158087,0.988315675124526,0.9661670798242233,0.9880613692216575,0.6179112849874315,1.0,0.9550213588327169,0.9901778719160291,0.8747833333333335,0.9533795344585345
0.9608049210392766,0.9262251409598523,0.9941845703662892,1.0,0.9335628930817608,0.9738718565901121,0.9659513604344577,0.9641688557127177,0.9603823301397356,1.0,0.9794939667607735,0.9917766079064458,0.9782141235010717,0.9853597876280547,0.8073539994623912,0.9992222222222222,0.9586436703056096,0.9608160451253256,0.8763184653123219,0.9645391737586921
0.9579184945116027,0.9195851145196292,0.9966767598645412,1.0,0.9626695095676395,0.6530349498589832,0.9239437555434571,0.7595915381078839,0.5817130305982611,1.0,0.9601084392186295,0.9919617064278573,0.9752665706623138,0.988432182783261,0.9974295213035218,1.0,0.9661867224611341,0.7482222222222223,0.9724242920411957,0.9646568717310826
0.9560044832146829,0.9067806261587475,0.9934680116694911,0.8951333333333333,0.9680481967005948,0.98266733955178,0.8732884435312553,0.8788148613886675,0.8673454724175376,1.0,0.8717265446210634,0.9918133498430252,0.9623170068712659,0.7724729859158398,0.8538069653545547,0.9642222222222222,0.7930213636290283,1.0,0.9681260529119107,0.9684207788109779
0.9281721137894524,0.9231731803301307,0.898828433825295,0.997063256116377,0.9480284629342374,0.9834279780420991,0.9668056536890544,0.9514162064100457,0.9399276729559749,1.0,0.9697534928322099,0.9951009456142783,0.9666141029528995,0.8735378794074058,0.8105850118732432,1.0,0.7847593111917376,1.0,0.9730453683270348,0.6713104919195175
0.9414625492009023,0.9237723586426841,0.9930918559571077,0.8497222222222224,0.9707323895430824,0.9816753102938335,0.9715218649615516,0.7824322779422737,0.9665702683836831,1.0,0.9548282785003736,0.9940540382489562,0.9654493130550181,0.9825748839415609,0.5755724846022978,1.0,0.9665027965856716,0.9981968126073479,0.9430916177696653,0.9434028395596477
0.9533729172988484,0.8385924619038899,0.8963346090406682,0.9998592448963058,0.9667437175986761,0.9763049648453793,0.9021361267323014,0.7137015813587267,0.7106591472603239,1.0,0.9770321592351104,0.9901052097883074,0.9785806690558181,0.4566758585534989,0.9382258297145118,0.9752222222222223,0.8682373367287217,1.0,0.9727213963208099,0.9645116888086
0.9640134872289167,0.932082256494297,0.9964036564370096,0.997954559614261,0.959105082545201,0.9809615039527415,0.9554796672740382,0.5884554438947508,0.9596639108400112,1.0,0.9585512334459368,0.9936265329681336,0.972588397568342,0.9805496447458862,0.997555145798807,0.9322222222222223,0.9106988913193346,1.0,0.9609749758160777,0.9283910685711437
