0,1,2,3,4,5,6,7,8,9,10
0.0006720000000000001,0.005546,0.0019270000000000001,0.0028979999999999995,0.023771,0.001102,0.0006389999999999999,0.000915,0.001248,0.005421,0.001792
0.0006720000000000001,0.005546,0.0019270000000000001,0.0028979999999999995,0.023771,0.001102,0.0006389999999999999,0.000915,0.001248,0.005421,0.001792
0.0006720000000000001,0.005546,0.0019270000000000001,0.0028979999999999995,0.023771,0.001102,0.0006389999999999999,0.000915,0.001248,0.005421,0.001792
0.0006720000000000001,0.005546,0.0019270000000000001,0.0028979999999999995,0.023771,0.001102,0.0006389999999999999,0.000915,0.001248,0.005421,0.001792
0.0006720000000000001,0.005546,0.0019270000000000001,0.0028979999999999995,0.023771,0.001102,0.0006389999999999999,0.000915,0.001248,0.005421,0.001792
0.0006720000000000001,0.005546,0.0019270000000000001,0.0028979999999999995,0.00594275,0.001102,0.0006389999999999999,0.000915,0.001248,0.005421,0.001792
0.0006720000000000001,0.005546,0.0019270000000000001,0.0028979999999999995,0.0,0.001102,0.0006389999999999999,0.0,0.001248,0.005421,0.001792
0.0006720000000000001,0.005546,0.0019270000000000001,0.0028979999999999995,0.0,0.001102,0.0006389999999999999,0.0,0.001248,0.0027105,0.001792
0.0006720000000000001,0.005546,0.0019270000000000001,0.0028979999999999995,0.0,0.001102,0.0006389999999999999,0.0,0.001248,0.0,0.001792
0.0006720000000000001,0.0013865,0.0019270000000000001,0.0028979999999999995,0.0,0.001102,0.0006389999999999999,0.0,0.001248,0.0,0.001792
0.0006720000000000001,0.0,0.0009635000000000001,0.0028979999999999995,0.0,0.001102,0.0006389999999999999,0.0,0.001248,0.0,0.001792
0.0006720000000000001,0.0,0.0,0.0028979999999999995,0.011970749999999999,0.001102,0.0006389999999999999,0.0,0.001248,0.0,0.001792
0.0006720000000000001,0.0,0.0,0.0028979999999999995,0.015961,0.001102,0.0006389999999999999,0.0,0.001248,0.0,0.001792
0.0006720000000000001,0.0,0.0,0.0028979999999999995,0.015961,0.0,0.0006389999999999999,0.0,0.001248,0.0,0.001792
0.0006720000000000001,0.0,0.0,0.0028979999999999995,0.015961,0.0,0.0006389999999999999,0.0,0.001248,0.0,0.001792
0.0006720000000000001,0.0,0.0,0.0028979999999999995,0.015961,0.0,0.0006389999999999999,0.0,0.001248,0.0,0.001792
0.0006720000000000001,0.0,0.0,0.0028979999999999995,0.015961,0.0,0.0006389999999999999,0.0,0.001248,0.0,0.001792
0.0006720000000000001,0.010152,0.0,0.0028979999999999995,0.00399025,0.0,0.0006389999999999999,0.0,0.001248,0.0,0.001792
0.0006720000000000001,0.013536,0.006838500000000001,0.0028979999999999995,0.0011,0.0,0.0006389999999999999,0.0,0.001248,0.00084825,0.001792
0.0006720000000000001,0.013536,0.009118000000000001,0.0028979999999999995,0.0022,0.0,0.0006389999999999999,0.0,0.001248,0.001131,0.001792
0.0006720000000000001,0.013536,0.009118000000000001,0.0028979999999999995,0.0022,0.001073,0.0006389999999999999,0.0,0.001248,0.001131,0.001792
0.0006720000000000001,0.013536,0.009118000000000001,0.0028979999999999995,0.0022,0.002146,0.0006389999999999999,0.0,0.001248,0.001131,0.001792
0.0006720000000000001,0.013536,0.009118000000000001,0.0028979999999999995,0.0022,0.002146,0.0006389999999999999,0.0,0.001248,0.001131,0.001792
0.0006720000000000001,0.013536,0.009118000000000001,0.0028979999999999995,0.0022,0.002146,0.0006389999999999999,0.0,0.001248,0.001131,0.001792
